Count,Description,Model Number,Serial Number,MAC ID,Location
,Carlson Wireless Baby Base w/ power supply,RuralConnect III,105087,,"Radio Room Rack 0, Level 4"
,Carlson Wireless Baby Base w/ power supply,RuralConnect III,105088,,"Radio Room Rack 0, Level 4"
,Carlson Wireless Baby Base w/ power supply,RuralConnect III,105089,,"Radio Room Rack 0, Level 4"
,Carlson Wireless Baby Base w/ power supply,RuralConnect III,105090,,"Radio Room Rack 0, Level 4"
,Carlson Wireless Baby Base w/ power supply,RuralConnect III,105091,,"Radio Room Rack 0, Level 4"
,Carlson Wireless Baby Base w/ power supply,RuralConnect III,105092,,"Radio Room Rack 0, Level 4"
,,,,,
,Antenna WiFi (9 pcs),,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
,Mikrotik 2.4GHz 9dBi Antenna,,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
,PoE Splitter ,PD0502U,PD2018122002012,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
,Vilros RP Zero W Basic Kit-Black Case (zip lock; Raspberry Pi for development for Lora),,ASIN: B0748MPQT4,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
,Raspberry Pi Enclosure (zip lock; Raspberry Pi for development for Lora),,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
,Adafruit LoRa 900MHz Bonnet (zip lock; Raspberry Pi for development for Lora),,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
,SMA to uFL/u.FL/Ipz/IP (zip lock; Raspberry Pi for development for Lora),,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
,Dummy (inside gold zip lock) - inside zip lock,,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
2,DGZZI 2-pack UHF Female coax jack connector,,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
3,DGZZI 2-pack N Male coax jack connector,,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
8,2 pcs RF Connector adapter right angle (inside zip lock),,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
2,Altelix 2.4G 5.8G,,CS2458S2-NF,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
,switching adapter 12V 2000mA,PS301BCAK2000U,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
3,Beris power adapter 12V 2000mA,BS-24W1202000DUI,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
4,power supply 24V 800mA,SAW30-240-0800U,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
,AC/DC Adaptor 12V 1000mA,LT-389,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
,AC/DC Adaptor 12V 2.5A,,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
,Power Adapter 12V 2000mA,BS-24W1202000W,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
,AC/DC Adaptor 5V 3A,JE-0530,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
,various connectors and pigtails,,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
2,home repeater cable (inside zip lock),,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
2,30cm RF pigtail SMA male to SMA male semi-rigid cable (inside zip lock),,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
12,"pack of 2 RF RG316 pigtail adapter right angle 6"" - 15cm - (inside zip lock)",,,,SCADA Base Main Station Rack 0 Level 1 (Inside Box Connectors)
,,,,,
,,,,,
,"Device received from sir Earl (June 19, 2023)",,,,
2,Yagi Antenna,,,,
3,Omni Antenna (1pc kinuha ni Jason) (7/20/2023 2pc kinuha ni Patrick),,,,
5,Radio module for base (1pc kinuha ni Jason) 08/07/2023 - (Kinuha na ni Jason lahat),,,,
1,Enclosure for relay,,,,
1,Radio module transmitter for relay (Kinuha ni Jason) 08/07/2023,,,,
1,Radio module Receiver for relay (Kinuha ni Jason) 08/07/2023,,,,
5,Pigtail cnnector N male connector to  Female SMA (1pc kinuha ni Jason) (7/21/2023 1pc kinuha ni Patrick),,,,
2,N Male connector to Male SMA (Black cable),,,,
3,Male SMA connector to Male sma connector,,,,
1,White enclosure for base radio ,,,,
2,Daddy with power supply (1pc Kinuha ni Josh) ,,,,
,,,,,
1,868Mhz for lora antenna aerial 3DBi Omni Fiberglass Antenna 35Cm with N Male Connector for hellum HNT Mining Nebra HNT,,,,"Radio Room, Box above maam kat table 1"
,,,,,
2,Ubiquiti Airmax AM-2G15-120 2.4GHz Sector MIMO Antenna (08/07/2023),AM-2G-15,AM2E45552,,SCADA 1st Floor
,,AM-2G-15,,,
2,NanoStation M2,NSM2,,F492BFB470EF,SCADA 1st Floor
,,NSM2,,F492BFB47151,SCADA 1st Floor
2,Nanobeam 5AC,NBE-5AC-Gen2,,70A74142B094,SCADA 1st Floor
,,NBE-5AC-Gen2,,70A74142B3FF,SCADA 1st Floor
,,,,,
1,AmpliFi in Ziplock w/Sungay and VPN ,,,,c/o Waki & Josh
1,AmpliFi in Ziplock w/Sungay,,,,c/o Waki & Josh
4,900 Mhz Rubber Duck Antenna,,,,c/o Jason
,,,,,
,,,,,
1,AOSU Outdoor IP Camera ,C5L,"C5L2BA110022990
",,
1,AOSU Outdoor IP Camera ,C5L,C5l2BA1100223039,,
3,Sir DM Outdoor IP Camera,,,,
,,,,,
3,Smart WiFi Camera,,ID: 7908375054,4C:B0:08:E2:17:21,Deploy at Makati Prime
,,,ID: 6032328742,,
,,,ID: 5534940293,,
,,,,,
,,,,,
1,LTE 4G USB MODEM with WiFi-HotSpot,,,,
1,LTE 4G USB MODEM with WiFi-HotSpot,,,,
1,Xiaomi Smart Camera C400 w/holder,MJSXJ11CM,,,
1,PfSense (Fanless Soft Router Intel E3825 Mini PC with VGA HDMI and 4 intel Gigabit LAN for PfSense OPNsense Firewall Router Desktop,,,,
1,PfSense (Fanless Soft Router Intel E3825 Mini PC with VGA HDMI and 4 intel Gigabit LAN for PfSense OPNsense Firewall Router Desktop,,,,SCADA First Floor 
2,Unifi Switch 8 Port,,,,SCADA Acquaintance (B)
,,,,,SCADA First Floor 
4,Outdoor Yagi Antenna for Mobile Phone Gsm CDMA Amplifier - 8dBi 5units 806-960 Mhz,,,,Below Maam Kathy Table
3,Hystou Fanless Intel N5100 Quad Core Mini PC Intel i225V-B3 2.5G Soft Router 4 LAN 2500M pfSense OPNsense Firewall VPN server with HDMI DP RJ45 COM,,,,Below Allan Bulac Table
1,Tenda Wireless N300 Home Router,,,,NVES Principal House
1,Tenda Wireless N300 Home Router,,,,Kahua Maam Joyce House
1,Tenda Wireless N300 Home Router,,,,SCADA First Floor 
1,Tp-link Wireless N300,,222C826013457,,SCADA First Floor 
1,Tp-link Wireless N300,,222C826007346,,SCADA First Floor 
1,Lite Beam M5,,,68:d7:9a:a0:11:0e,Kahua Maam Joyce House
1,Lite Beam M5,,70A74126C996,,VAN H100
1,Lite Beam M5,,70A74126C6FD,,VAN H100
,,,,,
,,,,,
1,NanoVNA-H 4 (handheld vector network analyzer),,,,c/o Sir Pat
2,Garosa Frequency Test Board,,,,c/o Sir Pat
2,Omni-Directional FiberGlass AMXF-8090-6 6 dBi Freq 915 925 MHz,,,,SCADA First Floor 
10,rubber duck omni directional freq 900MHz,,,,SCADA First Floor 
2,Directional Sector Panel Antenna AMXP-8090V-D9L60 Freq 915 925 MHz 9 dBi Vertical N-Female,,,,SCADA First Floor 
,,,,,
2,Directional Sector Panel Antenna,AMXP-8090V-D9L60,,,
,,FREQ: 915 - 925 MHz,,,
10,AMXY-8090-18 Yagi Antenna - 860/960 MHz ~ 18 dBi,,,,San Roque house 2nd floor
10,AMXY-8090-7 Yagi Antenna - 860/960 MHz ~ 7 dBi,,,,San Roque house 2nd floor
10,AMXY-8090-12 Yagi Antenna - 860/960 MHz ~ 12 dBi,,,,San Roque house 2nd floor
10,AMXY-8090-17 Yagi Antenna - 860/960 MHz ~  17 dBi,Polarized: Vertical,,,San Roque house 2nd floor
6,AMXP-8090V-D11L90 Panel Antenna - 915/925 MHz ,,,,San Roque house 2nd floor
3,AMXP-8090V-D11L90 Panel Antenna - 860/880 MHz,,,,San Roque house 2nd floor
8,AMXF-8090-6 Omni Directional Fiber glass antenna - 915/925 MHz,,,,San Roque house 2nd floor
5,AMXF-8090-6 Omni Directional Fiber glass antenna - 860/880 MHz,,,,San Roque house 2nd floor
,,,,,
,,,,,
1,"nooelec SMA Attenuator Kit 2dB, 3dB, 6dB, 10dB (6 pcs in 1 pack)",,,,Maam Kat Room
1,FBP-902s,,,,Maam Kat Room
1,FBP-915s,,,,Maam Kat Room
3,RF Demo kit,,,,Maam Kat Room
4,SMA Lightning Arrestor,,,,Maam Kat Room
,,,,,
15,Omni Rubber Antenna AMXT-900-3 860-880 MHz 3 dBi ,,,,Scada Allan Desk
20,Omni Rubber Antenna AMXT-900-3 915-925 MHz 3 dBi ,,,,Scada Allan Desk
,,,,,
1,LiteBeam M5,,,68:D7:9A:A0:31:25,"Deploy at Nazarene, Tormes Residence"
,Tp-link Router/AccessPoint,TL-WR840N,222C826013457,9C:53:22:E8:54:6A,
,,,,,
1,LiteBeam M5,,,68:D7:9A:A0:11:0E,"Deploy at Nazarene, Joyce Persincula Residence"
,,,,,
1,UAP-AC-HD,K-HD,,18:E8:29:BB:FA:15,Deploy at DM's Living Area
1,UAP-AC-HD,P-HD,,18:E8:29:BD:AB:F3,Deploy at Ma'am Salvie's House
,,,,,
,,,,,
1,MAC STUDIO S705,,,,SCADA
,,,,,
1,LiteBeam M5,LBE-M5-23,,70:ssA7:41:26:C6:FD,"Deploy at Nazarene, Jocelyn Ramos (Teacher)"
,,,,,
,,,,,
2,Smart Door Lock ,,,,Dorm Unit G
,,,,,
,,,,,
5,Circuitrocks 2.4 GHz WiFi Antenna 3dBi,,,,SCADA ALLAN TABLE
3,CPE 3 Gates + Boards,,,,c/o Jason Sia
,,,,,
2,Media Converter 10/100/1000 BASE TX TO 1000 BASE FX (GPON),,,,
1,2.5G High Speed Fiber Optic Converter,,,,
,,,,,
,,,,,
,,,,,
2,SFP Module (JT-COM) JT-C352G BIDI SFP 2 5G,,,,
1,JT-COM Fiber Optic Patch Cord SM-SC/UPC-SC/UPC-2.0-1M,,,,
,,,,,
18,UHF Outdoor TV Antenna 470-862 MHz 80 mm,,,,
4,UHF Outdoor TV Antenna 470-862 MHz 80 mm,,,,Office Accounting
2,,,,,SCADA Testing
9,,,,,SCADA Testing
,,,,,Office Accounting
5,AsiaRF WiFi Halow Outdoor Gateway,,,00:0A:52:0A:D3:C6,SCADA (Hiniram ni Jason)
,AsiaRF WiFi Halow Outdoor Gateway,,,00:0A:52:0A:D3:3E,SCADA (Dorm Solar Testing) Not in order
,AsiaRF WiFi Halow Outdoor Gateway,,,00:0A:52:0A:D3:5E,SCADA (Small Basketball Rim) Not in order
,AsiaRF WiFi Halow Outdoor Gateway,,,00:0A:52:0A:D2:B2,SCADA (1st Floor) Not in order
,AsiaRF WiFi Halow Outdoor Gateway,,,00:0A:52:0A:D3:28,SCADA c/o sir earl
,,,,,
3,Halow eMMC 8GB,,,,c/o Sir Earl
,,,,,
10,Hallow Raspberry pi HAT,,,,SCADA (Halow Rosma) 
,,,,,
,,,,,
,,,,,
1,Raspberry Pi 5 Acrylic Case Transparent ,,,,SCADA c/o Allan Bullac
2,Sandisk 32gb sd card,,,,SCADA c/o Allan Bullac
1,Raspberry 4 model b,,,,SCADA c/o Allan Bullac
2,RG316 Cable Jumper Pigtail UHF SO239 Female PL259 to SMA Male Plug Crimp Adapter,,,,SCADA c/o Allan Bullac
10,SMA Female SMA male F/M antenna adapter black + gold,,,,SCADA c/o Allan Bullac
2,Fiberglass Antenna Freq. 915MHz gain 5.8 dbi,,,,SCADA c/o Allan Bullac
2,HT09 915MHz V2.0,,,,SCADA c/o Allan Bullac
4,iPIX dummy antenna ,,,,SCADA c/o Allan Bullac
,,,,,
4,Omni Optimised 868MHz 915MHz Fiberglass Hellium N-Male,,,,SCADA c/o allan bullac
,,,,,
1,EMAJ Box old,,,,c/o Waki
1,EMAJ Box new,,,,R&D Office
,,,,,
8,"[ASM-001341] ASM, CPE V3",,,,R&D Office
2,"[ASM-001341] ASM, CPE V3",,,,c/o Jason & Josh
,,,,,
1,Raspberry Pi Compute Module 4 Calculation Module CM4 Core Board With WiFi Bluetooth EMMC Motherboard,,,,SCADA c/o Allan Bullac
,,,,,
1,Digital Caliper 300mm (12''),,,,c/o Zurab
1,"Metal Case with Cooling Fan for Official Raspberry Pi compute Module 4 iO Board, Breakout 40PIN GPIO Header Easy to Connect ",,,,SCADA c/o Allan Bullac
10,DHT Electronics RF Coaxtuak coax cable assembly SMA male to N female Bulkhead 6'',,,,SCADA c/o Allan Bullac
2,JJ Cycle Pure Sine Wave Power Inverter 500W,,,,SCADA c/o Allan Bullac
1,17 GPON ONU power+box 12V 0.5A,210231BVH6REB147533,C07009F 31W11-69(9),,c/o Sir Chito (for converge lab)
,,,,,
1,CM4 GPIO Expansion Board to Pi4B P14 Adapter IU Carrier for RPI Raspberry Pi Compute Module 4 Lite 2GB 4GB 8GB RAM Extension Board,,,,SCADA c/o Allan Bullac
,,,,,
1,Raspberry Pie CM4 computing baseboard Compute Module 4 IO Board core Board ,,,,SCADA c/o Allan Bullac
,,,,,
,,,,,
3,Network Dongle UGREEN,,,,SCADA c/o Allan Bulac (2) Romel Albia (1)
,,,,,
15,"ZDTECH SMA to Male SMA Female Coaxial RF Attenuator, DC to 6.0Ghz, 50 Ohm, 2W, 1-30dB Constant Attenuator (10dB)",,,,SCADA c/o Allan Bulac and Romel Albia
2,SMA Car window mount,,,,
2,Antenna Magnet Mount N Type to SMAP 50 Ohm RF Two Way Radio 3.5 inch,,,,
1,Metro Zboost (Technical Antenna) 698-2200 MHz 10dBi Gain 4G,,,,
1,Helium Lora 900-930MHz 9dBi (Technical Antenna) Panel Antenna,,,,
,,,,,
2,UAP-AC-HD,,,18:E8:29:BD:85:97,Jennie Cavite Site
,,,,18:E8:29:BD:8D:A7,Jennie Cavite Site
1,UAP-AC-M-PRO,,,78:8A:20:23:B5:3F,Jennie Cavite Site
1,Pfsense,,,,
1,Unifi Switch,,,18:E8:29:06:D5:1F,Jennie Cavite Site
1,Starlink,,,,
,,,,,
,XPON ONU Stick SFP ST1000,,2503270001,0C:F0:7B:93:2C:51,Dorm c/o Kathy
,XPON ONU Stick SFP ST1001,,2503270002,0C:F0:7B:93:2C:52,Dorm c/o Kathy
,XPON ONU Stick SFP ST1002,,2503270003,0C:F0:7B:93:2C:53,Dorm c/o Kathy
,XPON ONU Stick SFP ST1003,,2503270004,0C:F0:7B:93:2C:54,Dorm c/o Kathy
,,,,,
,,,,,
3,Outlet 10 Gang,,,,Scada c/o ome
1,Tower Outlet 12 Gang,,,,Scada c/o ome
,,,,,
1,AsiaRF Wi-Fi HaLow Outdoor Gateway,,ARFHL-0D-M501,00:0A:52:0C:C3:58,
1,AsiaRF Wi-Fi HaLow Outdoor Gateway,,,00:0A:52:0C:C2:2A,
1,AsiaRF Wi-Fi HaLow Outdoor Gateway,,,00:0A:52:0C:C3:34,
20,HaLoW Modules ,,,,
20,HaLow Antenna 900 MHz,,,,
